SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,92.0,0,147074.0,41741.0,16639.0,710.0,122.0,85.0,315.0,0,11609.0,0,198.0,14816.0,4559.0,0,22979.0,0,113.0,0,18.0,118156.0,167.0,107.0,120.0,941.0,40782.0,143.0,107906.0,7581.0,105.0,18703.0,88.0,33803.0,0,72708.0,11548.0,158.0,15050.0,0,178.0,50958.0,105652.0,251.0,1423.0,78491.0,137820.0,0,0,421.0,110708.0,42010.0,156.0,0,1990.0,17574.0,107.0,0,116.0,64129.0,181.0,945.0,752.0,54.0
MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,600.0,628.0,437.0,0,0,0,0,0,44.0,0,0,68.0,0,0,243.0,0,0,0,0,472.0,0,0,0,0,149.0,0,735.0,0,0,517.0,0,103.0,0,264.0,0,0,295.0,0,0,104.0,1262.0,0,61.0,666.0,304.0,0,0,0,427.0,334.0,0,0,65.0,202.0,0,0,0,0,0,0,29.0,0
MEG_830|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,280.0,663.0,0,0,0,0,0,141.0,77.0,0
MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,0,0,0,0,0,0,106.0,0,0
MEG_6698|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,582.0,576.0,432.0,0,0,0,0,0,0,0,0,73.0,0,0,397.0,0,0,0,0,592.0,0,0,0,0,88.0,0,1457.0,0,0,481.0,0,106.0,0,423.0,0,0,202.0,0,0,128.0,1412.0,0,0,726.0,290.0,0,0,0,0,396.0,0,0,0,236.0,0,0,0,0,0,48.0,0,0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,131.0,0,196892.0,67199.0,26181.0,663.0,89.0,74.0,320.0,0,12094.0,0,313.0,18151.0,6472.0,0,23037.0,0,119.0,0,15.0,123081.0,215.0,101.0,176.0,882.0,61901.0,123.0,111579.0,7566.0,80.0,28141.0,87.0,38816.0,0,72164.0,11785.0,150.0,19673.0,0,126.0,71915.0,128510.0,289.0,1616.0,81559.0,143880.0,0,0,411.0,120214.0,57813.0,207.0,0,1992.0,26884.0,96.0,0,117.0,97173.0,171.0,992.0,846.0,51.0
MEG_7682|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,0,754.0,0,0,0,0,0,0,0,0,4387.0,0,0,0,0,0,0,0,5085.0,0,0,0,0,0,0,1727.0,0,61.0,0,0,0,0,7904.0,0,0,0,0,62.0,4585.0,0,0,0,0,0,0,0,0,1499.0,6814.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,21.0,0,563923.0,187394.0,4973.0,1913.0,10337.0,0,3037.0,31.0,6643.0,0,726.0,3076.0,29481.0,0,3418.0,108.0,0,0,14.0,25253.0,2379.0,8202.0,165.0,30.0,78619.0,2254.0,9615.0,38252.0,34.0,1711.0,5800.0,631821.0,0,14643.0,4157.0,27.0,397407.0,15.0,169.0,6233.0,777989.0,7524.0,159.0,2629024.0,1658900.0,27.0,0,1503.0,5022.0,20919.0,399.0,0,705.0,1224.0,54.0,0,25.0,909.0,67.0,157.0,386.0,26.0
MEG_3840|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,115.0,0,34473.0,0,0,87.0,0,0,0,155.0,0,87.0,0,0,11107.0,0,0,2275.0,83.0,55.0,0,0,0,0,99.0,0,131.0,0,44.0,31.0,0,0,248.0,0,182321.0,146.0,529.0,87.0,46.0,0,0,0,10686.0,163.0,244095.0,0,0,100.0,0,135.0,0,128724.0,61306.0,0
MEG_6666|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,80.0,68.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,16.0,0,0,0,0,42.0,0,0,0,0,0,0,47.0,0,0,0,130.0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2960|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,447.0,0,0,0,0,0,0,0,254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1334.0,66.0,89182.0,24149.0,65995.0,186.0,110.0,456.0,266.0,284.0,125677.0,103.0,2220.0,52379.0,46049.0,0,242784.0,216.0,441.0,0,256.0,327923.0,412.0,119.0,646.0,229.0,4000.0,440.0,376687.0,188608.0,1928.0,18399.0,221.0,50035.0,0,293837.0,109865.0,397.0,15180.0,0,1772.0,174418.0,127847.0,36.0,11949.0,68607.0,20311.0,0,0,0,238650.0,90913.0,1203.0,0,13528.0,19333.0,1648.0,0,1347.0,7267.0,1405.0,7983.0,4735.0,1517.0
MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,10912.0,1557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.0,0,0,0,0,0,0,0,0,0,0,0,250.0,0,0,0,7246.0,0,62082.0,9296.0,0,0,0,0,0,0,0,0,85761.0,0,0,0,0,0,0,50970.0,22249.0,0
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,100.0,0,0,0,0,0,0,0,122.0,215.0,0,0,0,0,0,0,0,98.0,0,0,44.0,0,0,0,3547.0,0,0,0,0,0,0,409.0,0,0,0,0,0,345.0,0,0,620.0,0,0,0,0,0,2529.0,1773.0,27.0,0,905.0,0,0,0,0,0,0,470.0,364.0,0
MEG_4727|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,17.0,0,6850.0,0,0,0,0,0,0,0,0,17.0,0,0,1557.0,0,0,426.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26750.0,0,0,0,0,0,0,0,2175.0,0,31738.0,0,0,0,0,0,0,17935.0,10559.0,0
MEG_397|Metals|Iron_resistance|Iron_resistance_protein|ACN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22696.0,0,0,0,0,0,0,0,0,0,25455.0,0,0,0,0,0,0,18348.0,9082.0,0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0,0,936.0,71.0,0,37.0,52.0,0,40.0,0,108.0,0,145.0,0,0,183.0,79.0,0,0,186.0,0,1338.0,44.0,50.0,246.0,0,37.0,231.0,484.0,0,0,0,19.0,48.0,209.0,516.0,127.0,0,42.0,222.0,0,0,2023.0,27.0,156309.0,2772.0,1810.0,203.0,172.0,23.0,492.0,0,182.0,153.0,204659.0,0,0,60.0,0,0,45.0,102855.0,58408.0,0
MEG_837|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,34.0,18.0,0,0,0,0,0,0,0,236.0,106.0,0,0,0,0,0,0,0,50.0,0,0,54.0,0,0,0,1171.0,0,0,0,0,274.0,0,157.0,0,0,277.0,0,0,163.0,54.0,0,908.0,476.0,229.0,0,0,0,846.0,801.0,92.0,0,1037.0,0,0,0,0,0,0,610.0,338.0,0
MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.0,0,0,0,0,0,0,0,15.0,0,911.0,0,0,0,0,0,0,683.0,295.0,0
MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,0,0,10333.0,843.0,0,0,0,0,0,0,1140.0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,0,9771.0,0,0,0,0,0,0,0,399.0,0,0,0,0,0,57867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2819|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,12172.0,1706.0,0,254.0,793.0,0,231.0,0,0,0,0,0,178.0,0,525.0,0,0,0,0,0,149.0,220.0,0,0,1656.0,0,0,188.0,0,0,73.0,1664.0,0,0,0,0,3106.0,0,0,0,20356.0,189.0,33.0,20694.0,13836.0,0,0,299.0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0
MEG_7397|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,0,0,0,0,0,713.0,0,0,0,0,0,0,208.0,0,0,0,0,0,0,453.0,0,0,0,0,0,108.0,0,0,321.0,0,0,0,0,0,90.0,0,0,0,369.0,0,0,0,0,0,0,232.0,190.0,0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,37.0,4.0,122929.0,15574.0,6869.0,228.0,23.0,16.0,160.0,0,8102.0,0,104.0,5706.0,2221.0,0,11177.0,0,40.0,0,7.0,68156.0,81.0,33.0,62.0,283.0,15652.0,54.0,68621.0,4203.0,36.0,6599.0,41.0,13290.0,0,38505.0,6173.0,43.0,6358.0,0,38.0,21614.0,59621.0,93.0,877.0,43136.0,62253.0,0,0,141.0,68600.0,17842.0,56.0,0,1022.0,9234.0,29.0,0,46.0,36135.0,83.0,577.0,355.0,25.0
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,0,0,0,0,62819.0,0,0,0,0,0,186752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58476.0,0,0,0,0,0,8531.0,0,59771.0,0,17898.0,0,0,0,0,0,0,0,70553.0,0,0,0,0,0,0,41673.0,21555.0,0
MEG_2753|Drugs|MLS|Macrolide_esterases|EREB,0,0,0,0,0,0,0,0,0,0,0,0,1142.0,0,0,0,0,0,0,39.0,0,0,0,0,338.0,0,0,116.0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,29267.0,0,0,34.0,0,0,0,0,366.0,0,38497.0,0,0,0,0,0,0,20586.0,12227.0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,112656.0,1357.0,0,597.0,59.0,0,170.0,313.0,19419.0,0,2049.0,0,7485.0,102.0,78791.0,486.0,292.0,98.0,238.0,2566.0,182.0,107.0,562.0,192.0,1950.0,338.0,1572.0,83652.0,0,1444.0,105.0,4350.0,94.0,1296.0,45567.0,358.0,404.0,90.0,0,363.0,38328.0,84.0,177317.0,33578.0,34814.0,104.0,77.0,302.0,464.0,0,1189.0,0,207610.0,1036.0,0,0,0,594.0,0,116348.0,57845.0,0
MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,519.0,283.0,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.0,0,0,0,0,98.0,0,486.0,0,0,252.0,0,56.0,0,208.0,0,0,178.0,0,0,0,696.0,0,76.0,383.0,143.0,0,0,0,315.0,234.0,0,0,77.0,126.0,0,0,0,0,0,0,0,0
MEG_753|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,403.0,785.0,0,0,0,0,0,0,0,0,33.0,0,29.0,0,0,0,0,0,0,90.0,0,0,0,0,192.0,0,0,0,0,0,0,4642.0,0,0,0,0,4671.0,0,0,0,1038.0,0,117.0,5717.0,3571.0,0,0,0,0,45.0,0,0,102.0,0,0,0,0,0,0,62.0,39.0,0
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,3914.0,116.0,6687.0,16172.0,21362.0,79.0,30.0,818.0,300.0,411.0,61207.0,105.0,1761.0,95936.0,63319.0,0,256851.0,449.0,301.0,0,410.0,794698.0,428.0,70.0,250.0,511.0,1683.0,212.0,794422.0,203725.0,4147.0,14489.0,72.0,15989.0,23.0,721666.0,264449.0,522.0,1848.0,0,1215.0,596695.0,98069.0,55.0,25369.0,16185.0,14960.0,16.0,0,41.0,345112.0,78332.0,468.0,12.0,27215.0,7966.0,588.0,0,2633.0,8965.0,3016.0,12379.0,7816.0,1930.0
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,0,0,58.0,42.0,113.0,0,0,0,0,0,0,0,0,171.0,38.0,0,0,0,0,0,0,402.0,0,0,0,0,20.0,0,589.0,67.0,0,0,0,85.0,0,950.0,31.0,0,255.0,0,0,252.0,111.0,0,0,942.0,167.0,0,0,0,208.0,2072.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2467|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,1966.0,0,0,0,0,0,0,0,0,0,0,0,177.0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,0,556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,614.0,178.0,76607.0,1246.0,559.0,1800.0,68.0,82.0,312.0,1108.0,82111.0,254.0,0,1358.0,7687.0,0,278412.0,643.0,359.0,0,883.0,82760.0,469.0,124.0,0,450.0,3266.0,0,38010.0,378517.0,252.0,3156.0,0,0,0,54025.0,172647.0,987.0,157.0,0,64.0,5575.0,43580.0,110.0,6940.0,22711.0,26605.0,0,0,837.0,12697.0,795.0,0,0,5907.0,1022.0,68.0,0,249.0,1284.0,753.0,4184.0,2438.0,69.0
MEG_7177|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1508.0,0,31438.0,5122.0,20868.0,0,0,632.0,0,0,53237.0,0,457.0,32608.0,20126.0,0,131485.0,150.0,198.0,0,123.0,255290.0,0,0,134.0,134.0,2746.0,97.0,256451.0,96807.0,1936.0,6827.0,39.0,8047.0,0,231298.0,61844.0,232.0,4024.0,0,1329.0,125687.0,27636.0,0,9635.0,41864.0,14607.0,0,0,0,228739.0,48330.0,256.0,0,9930.0,8137.0,712.0,0,1271.0,2984.0,1525.0,6209.0,3878.0,984.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,0,103.0,0,0
MEG_1890|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,0,0
MEG_2045|Metals|Copper_resistance|Copper_resistance_protein|COPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,38.0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,26.0,0,0,0,0,0,0,0,44.0,0,0,0,0,47.0,44.0,0,0,0,18.0,0,0,0,264.0,336.0,0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.0,239.0,0,0,0,0,0,0,0,0,1469.0,0,0,0,0,0,0,726.0,709.0,0
MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,4485.0,0,2564.0,6637.0,0,3522.0,0,0,0,0,0,0,1456.0,0,0,0,1467.0,0,0,3178.0,4720.0,0,0,2773.0,0,0,0,0,0,0,0,0,0,0,0,6793.0,0,0,0,0,4397.0,0,0,0,0,1581.0,1618.0,0,0,0,1479.0,0,0,0,0,0,0,0,0,0,0
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,609.0,1272.0,775.0,0,0,0,0,0,72.0,0,0,65.0,0,0,983.0,0,0,0,0,800.0,0,0,0,0,250.0,0,836.0,0,0,1149.0,0,211.0,0,493.0,0,0,308.0,0,0,188.0,2546.0,0,123.0,1213.0,760.0,0,0,0,429.0,385.0,0,0,100.0,429.0,0,0,0,0,0,0,0,0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,105.0,0,165863.0,99657.0,49364.0,519.0,51.0,0,428.0,0,169.0,0,1433.0,16387.0,0,0,0,0,0,0,0,110948.0,211.0,47.0,380.0,0,43729.0,160.0,136464.0,103.0,91.0,0,27.0,21165.0,0,72873.0,121.0,0,10843.0,0,0,116607.0,141696.0,110.0,8150.0,44529.0,58296.0,0,0,263.0,601.0,4042.0,550.0,0,10284.0,0,205.0,0,134.0,86.0,162.0,5316.0,4209.0,92.0
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,103.0,0,197054.0,35717.0,16880.0,514.0,70.0,63.0,241.0,0,13391.0,0,227.0,15135.0,4503.0,0,24529.0,0,143.0,0,0,135460.0,142.0,109.0,126.0,757.0,41898.0,132.0,129559.0,8398.0,86.0,17702.0,64.0,30316.0,0,79007.0,12267.0,110.0,15461.0,0,156.0,58848.0,110458.0,215.0,1932.0,85254.0,143133.0,0,0,302.0,137049.0,46609.0,136.0,0,2512.0,20321.0,111.0,0,105.0,76057.0,135.0,1255.0,1016.0,64.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,623.0,1557.0,1060.0,0,0,0,0,0,0,0,0,73.0,0,0,934.0,0,0,0,0,1031.0,0,0,0,0,195.0,0,1344.0,0,0,1485.0,0,263.0,0,570.0,0,0,468.0,0,0,277.0,2706.0,0,141.0,1316.0,795.0,0,0,0,747.0,536.0,0,0,139.0,603.0,0,0,0,0,0,84.0,99.0,0
MEG_6601|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,5598.0,2679.0,88.0,0,20.0,0,0,0,205.0,0,4267.0,235.0,877.0,0,50.0,0,0,0,0,469.0,0,18.0,1098.0,0,1287.0,375.0,2089.0,410.0,0,109.0,18.0,20375.0,0,419.0,53.0,0,10996.0,0,0,266.0,5770.0,30.0,25464.0,25531.0,18737.0,0,0,0,931.0,1212.0,1241.0,0,31715.0,574.0,0,0,0,37.0,0,17865.0,8911.0,0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,616.0,317.0,220555.0,6778.0,1951.0,1659.0,421.0,440.0,944.0,806.0,49865.0,267.0,219.0,1535.0,781.0,124.0,98041.0,482.0,1139.0,0,704.0,113269.0,794.0,415.0,175.0,2607.0,6479.0,142.0,114779.0,80249.0,621.0,2120.0,387.0,5002.0,0,69703.0,55195.0,870.0,2022.0,0,801.0,6498.0,107151.0,742.0,35350.0,83001.0,116753.0,146.0,134.0,851.0,111313.0,3461.0,299.0,0,49783.0,2103.0,711.0,0,802.0,7981.0,1081.0,28186.0,13764.0,566.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,54.0,0,72500.0,30876.0,8363.0,315.0,51.0,49.0,175.0,0,4507.0,0,123.0,7041.0,3232.0,0,8907.0,0,46.0,0,0,43041.0,79.0,51.0,71.0,414.0,26184.0,44.0,40718.0,2497.0,39.0,10058.0,45.0,22619.0,0,26069.0,4891.0,68.0,9955.0,0,86.0,24609.0,56511.0,133.0,568.0,31670.0,62261.0,0,0,179.0,33427.0,18657.0,94.0,0,697.0,12769.0,51.0,0,44.0,46596.0,81.0,428.0,327.0,27.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,42.0,0,53736.0,9415.0,6493.0,214.0,41.0,24.0,87.0,0,3417.0,0,45.0,4307.0,1607.0,0,5735.0,0,54.0,0,0,28108.0,73.0,33.0,36.0,310.0,10118.0,0,27070.0,1950.0,27.0,6262.0,35.0,8543.0,0,17991.0,2872.0,32.0,4713.0,0,67.0,14135.0,27657.0,78.0,387.0,19276.0,32491.0,0,0,93.0,28316.0,10212.0,35.0,0,430.0,5823.0,29.0,0,55.0,22875.0,64.0,286.0,232.0,22.0
MEG_2748|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,5184.0,0,0,0,0,0,0,0,0,0,0,0,1450.0,0,0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22917.0,0,0,0,0,0,0,0,1864.0,0,27199.0,0,0,0,0,0,0,15769.0,7681.0,0
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,5027.0,2615.0,127.0,11.0,26.0,0,0,0,119.0,0,3879.0,190.0,760.0,0,0,0,0,0,0,440.0,0,26.0,1020.0,0,1277.0,347.0,1863.0,348.0,0,122.0,0,19530.0,0,384.0,60.0,0,10198.0,0,0,382.0,5249.0,31.0,22231.0,23342.0,17561.0,0,0,0,967.0,1054.0,1121.0,0,28171.0,495.0,0,0,0,30.0,0,15855.0,8006.0,0
MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.0,0,0,0,0,0,0,788.0,0,0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,506.0,108.0,138.0,0,0,0,0,0,68.0,0,0,262.0,55.0,0,54.0,0,0,0,0,1173.0,0,0,0,0,48.0,0,1399.0,74.0,0,0,0,209.0,0,2035.0,98.0,0,356.0,0,15.0,501.0,593.0,0,71.0,2748.0,599.0,0,0,0,580.0,3172.0,0,0,47.0,0,0,0,0,12.0,0,46.0,39.0,0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,10.0,0,8790.0,1885.0,329.0,43.0,0,0,17.0,0,484.0,0,0,337.0,103.0,0,602.0,0,0,0,0,3815.0,22.0,0,0,34.0,1404.0,0,3932.0,260.0,0,384.0,0,1243.0,0,2106.0,367.0,0,494.0,0,0,1692.0,4622.0,13.0,56.0,3246.0,5264.0,0,0,0,3947.0,1432.0,0,0,0,627.0,0,0,9.0,2057.0,0,0,33.0,0
MEG_747|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.0,0,0,0,0,269.0,0,0,0,0,0,0,249.0,207.0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_766|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1550.0,1835.0,183.0,0,34.0,0,0,0,483.0,0,42.0,492.0,6464.0,0,423.0,0,0,0,0,841.0,0,14.0,0,0,741.0,40.0,286.0,1326.0,0,1201.0,0,12497.0,0,705.0,194.0,0,8386.0,0,0,447.0,2387.0,23.0,35.0,13046.0,6642.0,0,0,0,357.0,2040.0,0,0,51.0,394.0,0,0,0,142.0,0,37.0,0,0
MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_73|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,16.0,0
MEG_1022|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,194.0,0,0,0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,747.0,0,0,0,0,0,0,246.0,0,0,0,0,0,0,537.0,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,421.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,0,2729.0,1200.0,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6554.0,0,1120.0,1637.0,1165.0,0,0,0,0,0,0,0,1446.0,0,0,0,0,0,0,683.0,758.0,0
